id,propertyid,location,subdivision,bldg_description,year_built,sq_ft
3525,133559,4400 HEMINGWAY DR 121,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3539,133560,4400 HEMINGWAY DR 122,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3547,133561,4400 HEMINGWAY DR 123,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3553,133562,4400 HEMINGWAY DR 124,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3565,133563,4400 HEMINGWAY DR 125,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3575,133564,4400 HEMINGWAY DR 126,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3590,133565,4400 HEMINGWAY DR 127,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3599,133566,4400 HEMINGWAY DR 128,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3605,133567,4400 HEMINGWAY DR 129,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3618,133568,4400 HEMINGWAY DR 130,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3629,133569,4400 HEMINGWAY DR 131,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3633,133570,4400 HEMINGWAY DR 132,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3648,133571,4400 HEMINGWAY DR 133,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3653,133572,4400 HEMINGWAY DR 134,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3663,133573,4400 HEMINGWAY DR 135,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3671,133574,4400 HEMINGWAY DR 136,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
3682,133575,4400 HEMINGWAY DR 137,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
3691,133576,4400 HEMINGWAY DR 138,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
3699,133577,4400 HEMINGWAY DR 139,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
3708,133578,4400 HEMINGWAY DR 140,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
3718,133579,4400 HEMINGWAY DR 141,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3726,133580,4400 HEMINGWAY DR 142,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3742,133581,4400 HEMINGWAY DR 143,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3750,133582,4400 HEMINGWAY DR 144,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3758,133583,4400 HEMINGWAY DR 145,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3770,133584,4400 HEMINGWAY DR 146,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3777,133585,4400 HEMINGWAY DR 147,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3787,133586,4400 HEMINGWAY DR 148,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3801,133587,4400 HEMINGWAY DR 149,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3806,133588,4400 HEMINGWAY DR 150,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3816,133589,4400 HEMINGWAY DR 151,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3827,133590,4400 HEMINGWAY DR 152,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3838,133591,4400 HEMINGWAY DR 153,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3850,133592,4400 HEMINGWAY DR 154,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3858,133593,4400 HEMINGWAY DR 155,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3863,133594,4400 HEMINGWAY DR 158,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3873,133595,4400 HEMINGWAY DR 159,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3885,133596,4400 HEMINGWAY DR 162,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3894,133597,4400 HEMINGWAY DR 163,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3905,133598,4400 HEMINGWAY DR 166,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3912,133599,4400 HEMINGWAY DR 167,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3925,133600,4400 HEMINGWAY DR 170,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1617
3935,133601,4400 HEMINGWAY DR 171,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3938,133602,4400 HEMINGWAY DR 172,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3949,133603,4400 HEMINGWAY DR 173,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3963,133604,4400 HEMINGWAY DR 174,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
3970,133605,4400 HEMINGWAY DR 175,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3976,133606,4400 HEMINGWAY DR 176,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3989,133607,4400 HEMINGWAY DR 177,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
3997,133608,4400 HEMINGWAY DR 178,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4003,133609,4400 HEMINGWAY DR 179,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4014,133610,4400 HEMINGWAY DR 180,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4023,133611,4400 HEMINGWAY DR 181,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4037,133612,4400 HEMINGWAY DR 182,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4049,133613,4100 HEMINGWAY DR 183,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4056,133614,4400 HEMINGWAY DR 202,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4066,133615,4400 HEMINGWAY DR 203,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4072,133616,4400 HEMINGWAY DR 204,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4085,133617,4400 HEMINGWAY DR 205,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4090,133618,4400 HEMINGWAY DR 206,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4102,133619,4400 HEMINGWAY DR 207,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4115,133620,4400 HEMINGWAY DR 208,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4124,133621,4400 HEMINGWAY DR 209,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4134,133622,4400 HEMINGWAY DR 210,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4143,133623,4400 HEMINGWAY DR 211,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4156,133624,4400 HEMINGWAY DR 212,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4161,133625,4400 HEMINGWAY DR 213,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4173,133626,4400 HEMINGWAY DR 215,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4180,133627,4400 HEMINGWAY DR 216,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4194,133628,4400 HEMINGWAY DR 217,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4199,133629,4400 HEMINGWAY DR 218,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4210,133630,4400 HEMINGWAY DR 219,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4216,133631,4400 HEMINGWAY DR 220,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4228,133632,4400 HEMINGWAY DR 221,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4242,133633,4400 HEMINGWAY DR 222,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4247,133634,4400 HEMINGWAY DR 224,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4261,133635,4400 HEMINGWAY DR 225,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4266,133636,4400 HEMINGWAY DR 226,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4277,133637,4400 HEMINGWAY DR 227,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4286,133638,4400 HEMINGWAY DR 228,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4289,134588,2421 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4296,133639,4400 HEMINGWAY DR 229,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4303,134589,2423 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4308,133640,4400 HEMINGWAY DR 230,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4309,134590,2425 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4319,133641,4400 HEMINGWAY DR 231,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4321,134591,2427 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4326,133642,4400 HEMINGWAY DR 232,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4329,134592,2429 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4338,134593,2431 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4339,133643,4400 HEMINGWAY DR 233,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4346,134594,2433 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4348,133644,4400 HEMINGWAY DR 234,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4358,134595,2435 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4360,133645,4400 HEMINGWAY DR 235,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4363,133646,4400 HEMINGWAY DR 236,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
4366,134596,2437 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4374,134597,2439 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4376,133647,4400 HEMINGWAY DR 237,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
4385,133648,4400 HEMINGWAY DR 238,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
4388,134598,2441 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4391,133649,4400 HEMINGWAY DR 239,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,805
4395,134599,2443 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4404,133650,4400 HEMINGWAY DR 241,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4410,134600,2445 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4411,133651,4400 HEMINGWAY DR 242,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4419,134601,2447 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4424,133652,4400 HEMINGWAY DR 243,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4426,134602,2449 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4431,133653,4400 HEMINGWAY DR 244,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4435,134603,2451 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4442,134604,2453 NW 38TH ST,FLEUR DE LIS VILLAGE CONDO,Condo <= 3 Stories,1976,1600
4444,133654,4400 HEMINGWAY DR 245,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4450,133655,4400 HEMINGWAY DR 246,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4461,133656,4400 HEMINGWAY DR 248,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4474,133657,4400 HEMINGWAY DR 249,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4481,133658,4400 HEMINGWAY DR 251,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4494,133659,4400 HEMINGWAY DR 252,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4504,133660,4400 HEMINGWAY DR 253,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4514,133661,4400 HEMINGWAY DR 254,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4523,133662,4400 HEMINGWAY DR 255,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4531,133663,4400 HEMINGWAY DR 256,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4539,133664,4400 HEMINGWAY DR 257,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4548,133665,4400 HEMINGWAY DR 258,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4560,133666,4400 HEMINGWAY DR 259,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4573,133667,4400 HEMINGWAY DR 260,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4579,133668,4400 HEMINGWAY DR 261,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4589,133669,4400 HEMINGWAY DR 262,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4600,133670,4400 HEMINGWAY DR 263,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4611,133671,4400 HEMINGWAY DR 264,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4623,133672,4400 HEMINGWAY DR 265,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4635,133673,4400 HEMINGWAY DR 266,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4642,133674,4400 HEMINGWAY DR 267,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4649,133675,4400 HEMINGWAY DR 268,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4661,133676,4400 HEMINGWAY DR 269,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4675,133677,4400 HEMINGWAY DR 270,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1614
4683,133678,4400 HEMINGWAY DR 271,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4696,133679,4400 HEMINGWAY DR 272,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4701,133680,4400 HEMINGWAY DR 273,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4709,133681,4400 HEMINGWAY DR 274,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1314
4723,133682,4400 HEMINGWAY DR 276,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4730,133683,4400 HEMINGWAY DR 277,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4747,133684,4400 HEMINGWAY DR 278,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4751,133685,4400 HEMINGWAY DR 279,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4762,133686,4400 HEMINGWAY DR 280,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4773,133687,4400 HEMINGWAY DR 281,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4785,133688,4400 HEMINGWAY DR 282,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4791,133689,4400 HEMINGWAY DR 283,HEMINGWAY CONDOMINIUMS,Condo <= 3 Stories,1982,1006
4914,131534,1029 NW 46TH ST 1,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1581
4920,131535,1029 NW 46TH ST 2,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1479
4931,131536,1029 NW 46TH ST 3,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149
4945,131537,1029 NW 46TH ST 4,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149
4949,131538,1029 NW 46TH ST 5,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149
4964,131539,1029 NW 46TH ST 6,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1149
4969,131540,1029 NW 46TH ST 7,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1479
4983,131541,1029 NW 46TH ST 8,CROWN COMMON CONDOS,Condo <= 3 Stories,1979,1581
5097,324425,1000 NW 37TH ST,7 AT CROWN HEIGHTS,Condo <= 3 Stories,1936,2000
5098,324426,UNKNOWN,7 AT CROWN HEIGHTS,Condo <= 3 Stories,1936,998
5109,324428,1002 NW 37TH ST 1/2,7 AT CROWN HEIGHTS,Condo <= 3 Stories,1936,998
5113,324429,0 UNKNOWN,7 AT CROWN HEIGHTS,Condo <= 3 Stories,2011,1012
5118,324430,1006 NW 37TH ST 2,7 AT CROWN HEIGHTS,Condo <= 3 Stories,2011,1296
5126,324431,1006 NW 37TH ST 3,7 AT CROWN HEIGHTS,Condo <= 3 Stories,2011,1296
5322,176613,3543 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5332,176614,3541 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1704
5340,176615,3539 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1704
5346,176616,3537 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5360,176617,3535 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1491
5368,176618,3533 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1491
5375,176619,3531 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5386,176620,3529 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5395,176621,3527 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1491
5409,176622,3525 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1491
5420,176623,3523 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1704
5430,176624,3521 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1670
5442,176625,3519 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5450,176626,3513 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5462,176627,3511 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1670
5472,176628,3509 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1670
5488,176629,3507 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5495,176630,3505 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1683
5503,176631,3503 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1670
5518,176632,3501 NW 41ST ST,PORTLAND HEIGHTS TOWNHOUSES,Condo <= 3 Stories,1984,1670
7601,176492,4100 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7609,176493,4100 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7622,176494,4100 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7629,176495,4100 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7635,176496,4102 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7645,176497,4102 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7655,176498,4102 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7663,176499,4102 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7673,176500,4102 N DREXEL  E,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7685,176501,4102 N DREXEL  F,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7696,176502,4102 N DREXEL  G,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7711,176503,4102 N DREXEL  H,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,624
7722,176504,4104 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7725,176505,4104 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7737,176506,4104 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7743,176507,4104 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7757,176508,4106 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7760,176509,4106 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7770,176510,4106 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7782,176511,4106 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7788,176512,4108 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7803,176513,4108 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7811,176514,4108 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,873
7818,176515,4108 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7826,176516,4110 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7835,176517,4110 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7850,176518,4110 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7856,176519,4110 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7870,176520,4112 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7873,176521,4112 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7887,176522,4112 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7896,176523,4112 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7901,176524,4114 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7913,176525,4114 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7917,176526,4114 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7932,176527,4114 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7943,176528,4116 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7951,176529,4116 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7957,176530,4116 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7972,176531,4116 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7981,176532,4118 N DREXEL  A,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7987,176533,4118 N DREXEL  B,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
7993,176534,4118 N DREXEL  C,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
8009,176535,4118 N DREXEL  D,4000 DREXEL CONDOMINIUMS,Condo <= 3 Stories,1985,874
9898,138248,1138 NW 34TH ST 1,DIX CONDOMINIUMS,Condo <= 3 Stories,1918,993
9909,138249,1138 NW 34TH ST 2,DIX CONDOMINIUMS,Condo <= 3 Stories,1918,993
9912,138250,1138 NW 34TH ST 3,DIX CONDOMINIUMS,Condo <= 3 Stories,1918,1013
9917,138251,1138 NW 34TH ST 4,DIX CONDOMINIUMS,Condo <= 3 Stories,1918,1013
10519,150944,811 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10528,150945,813 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10543,150946,815 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10552,150947,817 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10556,150948,819 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10567,150949,821 NW 13TH ST,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10574,150950,1415 CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10587,150951,1417 CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10594,150952,1419 CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10603,150953,1421 CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10613,150954,1423 N CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
10623,150955,1425 CLASSEN DR,HERITAGE TOWN HOUSES,Condo <= 3 Stories,1979,924
11837,150848,1520 N ROBINSON AVE,SOROSIS CLUB CONDO,Condo <= 3 Stories,1924,2486
11846,150849,140 NW 15TH ST,SOROSIS CLUB CONDO,Condo <= 3 Stories,1924,2137
11853,150850,142 NW 15TH ST,SOROSIS CLUB CONDO,Condo <= 3 Stories,1924,2137
