id,propertyid,location,subdivision,bldg_description,year_built,sq_ft,lon,lat
20231,152039,1628 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1926,2248,-97.538138,35.486772
20295,154748,2339 NW 10TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1930,1400,-97.554119,35.479126
20443,154780,1115 N BILLEN AVE,YOUNGS ENGLEWOOD ADD,Duplex Two Story,2017,2446,-97.555479,35.479291
20480,152090,1905 N BRAUER AVE,NICHOLS UNIV PLACE,Duplex Two Story,1930,2400,-97.535685,35.488292
20511,141448,1008 NW 34TH ST,ROSS MANN ADDITION,Duplex Two Story,1924,2654,-97.529176,35.505066
20554,141457,3408 N WESTERN AVE,ROSS MANN ADDITION,Duplex Two Story,1929,2850,-97.529585,35.504578
20582,155401,2648 NW 14TH ST,MILLERS BOULEVARD AMD,Duplex Two Story,1930,2591,-97.561067,35.483596
20630,141474,1020 NW 31ST ST,GRAND VIEW ADDITION,Duplex Two Story,1953,2652,-97.529413,35.501285
20639,154815,2357 W PARK PL,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1915,1208,-97.554832,35.479931
20653,152126,2115 N DOUGLAS BLVD,UNIVERSITY PLACE ADD,Duplex Two Story,1946,2528,-97.534521,35.490723
20658,152127,1400 NW 21ST ST,UNIVERSITY PLACE ADD,Duplex Two Story,1927,3116,-97.534455,35.490925
20665,152129,1410 NW 21ST ST,UNIVERSITY PLACE ADD,Duplex Two Story,1922,2853,-97.534861,35.490884
20760,155440,2601 NW 14TH ST,MILLERS BOULEVARD AMD,Duplex Two Story,1929,1894,-97.559078,35.484057
20789,141509,814 NW 31ST ST,GRAND VIEW ADDITION,Duplex Two Story,1894,2331,-97.526335,35.501081
20820,154853,1137 N BARNES,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1928,943,-97.550131,35.48029
20836,141518,809 NW 30TH ST,GRAND VIEW ADDITION,Duplex Two Story,2017,2672,-97.526155,35.500696
20878,141526,814 NW 32ND ST,GRAND VIEW ADDITION,Duplex Two Story,1920,1576,-97.526345,35.502276
21047,152206,1226 NW 19TH ST,UNIVERSITY PLACE ADD,Duplex Two Story,1926,2168,-97.53255,35.488896
21070,155504,2500 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1944,1632,-97.556808,35.485705
21072,155505,2504 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1941,1632,-97.556987,35.485719
21078,155506,2508 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1944,1632,-97.557138,35.485724
21095,155509,2520 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1926,2362,-97.557639,35.485695
21119,155514,2540 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1926,2314,-97.558469,35.485695
21126,155515,2544 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1930,2794,-97.558689,35.48572
21137,152325,1201 N KLEIN AVE,SUMMERS PLACE ADD,Duplex Two Story,1930,2166,-97.532231,35.480924
21139,152326,1209 NW 11TH ST,SUMMERS PLACE ADD,Duplex Two Story,1937,1386,-97.5325,35.480919
21252,154939,2344 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1926,2376,-97.554339,35.481512
21258,154940,2340 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1928,2674,-97.554149,35.481506
21273,154943,2312 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1930,3030,-97.552954,35.481517
21387,152381,1132 NW 15TH ST,HARRAHS SUB ADDITION,Duplex Two Story,1936,1500,-97.531636,35.484509
21399,153531,1729 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1929,3312,-97.539704,35.492446
21460,152399,1133 NW 12TH ST,SHIELDS HEIGHTS SUB,Duplex Two Story,1910,840,-97.53136,35.481941
21465,154981,2432 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1926,2057,-97.556076,35.482361
21492,155591,2613 NW 11TH ST,MILLERS BOULEVARD,Duplex Two Story,1931,2910,-97.559573,35.480866
21506,155592,2609 NW 11TH ST,MILLERS BOULEVARD,Duplex Two Story,1931,2552,-97.559415,35.481111
21527,154997,2337 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1933,2256,-97.553981,35.482016
21529,154998,2341 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1933,2776,-97.554153,35.482002
21573,152418,1131 NW 11TH ST,SHIELDS HEIGHTS SUB,Duplex Two Story,1929,1982,-97.531523,35.481031
21614,152429,1104 NW 11TH ST,SHIELDS HEIGHTS SUB,Duplex Two Story,1920,1792,-97.530335,35.480542
21626,155622,2600 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1928,3164,-97.559093,35.485718
21676,153574,1717 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1915,2248,-97.539238,35.488305
21683,153576,1725 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1928,3408,-97.539574,35.488327
21727,152451,1108 W PARK PL,SHIELDS HEIGHTS SUB,Duplex Two Story,1915,1804,-97.530718,35.479559
21745,155051,2137 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1937,1560,-97.549445,35.482062
21762,155651,2738 NW 16TH ST,MILLERS BOULEVARD,Duplex Two Story,1934,2936,-97.563244,35.485678
21791,152470,1409 N KLEIN AVE,EPWORTH HEIGHTS SUB,Duplex Two Story,1925,2328,-97.532213,35.483162
21795,152472,1211 NW 13TH ST,EPWORTH HEIGHTS SUB,Duplex Two Story,1930,2000,-97.53245,35.482843
21821,152479,1421 N ELLISON AVE,SHELLENBARGER PLACE,Duplex Two Story,1920,1778,-97.533509,35.483566
21926,155680,1403 N MILLER BLVD,MILLERS BOULEVARD,Duplex Two Story,1935,2408,-97.561729,35.483042
21958,152509,1134 N ELLISON AVE,HERRS SUB ADDITION,Duplex Two Story,1925,2998,-97.533038,35.480193
21969,155688,2728 NW 14TH ST,MILLERS BOULEVARD,Duplex Two Story,1911,1804,-97.562682,35.483527
21970,156271,2012 N ROSS AVE,CRESTWOOD ADDITION,Duplex Two Story,1930,2418,-97.562577,35.489643
21999,155694,2701 NW 12TH ST,MILLERS BOULEVARD,Duplex Two Story,1926,3088,-97.561777,35.482002
22002,155695,2715 NW 12TH ST,MILLERS BOULEVARD,Duplex Two Story,1929,2942,-97.56227,35.48199
22011,155696,2723 NW 12TH ST,MILLERS BOULEVARD,Duplex Two Story,1928,2240,-97.562529,35.481993
22103,155127,1415 N YOUNGS BLVD,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1928,2362,-97.552443,35.483513
22106,155128,2300 NW 14TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1928,2352,-97.552431,35.483612
22110,155716,2720 NW 12TH ST,MILLERS BOULEVARD,Duplex Two Story,1935,2727,-97.562712,35.481441
22112,155717,2716 NW 12TH ST,MILLERS BOULEVARD,Duplex Two Story,1930,2952,-97.562555,35.481476
22114,155129,2306 NW 14TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1928,2352,-97.552669,35.483666
22140,156306,2763 NW 19TH ST,CRESTWOOD ADDITION,Duplex Two Story,1930,2148,-97.562265,35.489261
22144,156307,2769 NW 19TH ST,CRESTWOOD ADDITION,Duplex Two Story,1930,2694,-97.562569,35.489283
22148,156308,2010 N ROSS AVE,CRESTWOOD ADDITION,Duplex Two Story,1930,3130,-97.562588,35.489533
22282,152590,1138 N MCKINLEY AVE,DITTMER HT BLK 1 & 2,Duplex Two Story,1940,2476,-97.536455,35.48034
22287,152591,1142 MCKINLEY AVE,DITTMER HT BLK 1 & 2,Duplex Two Story,1940,1968,-97.536449,35.480454
22423,152622,1416 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex Two Story,1920,2460,-97.535213,35.480775
22546,152647,1520 NW 14TH ST,CONWAY & SHREWSBURY,Duplex Two Story,1910,2500,-97.536402,35.48362
22651,155830,2818 NW 13TH ST,MILLERS BOULEVARD,Duplex Two Story,1940,924,-97.564292,35.482538
22675,152678,1620 N BLACKWELDER AVE,UNIVERSITY HEIGHTS ADD,Duplex Two Story,1928,2688,-97.538647,35.485397
22775,155262,2236 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1924,2174,-97.551674,35.48573
22822,155272,1609 N YOUNGS BLVD,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1920,1950,-97.552453,35.485318
22932,155294,1617 N YOUNGS BLVD,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1935,3186,-97.552448,35.485513
22932,155294,1617 N YOUNGS BLVD,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1935,3186,-97.552448,35.485513
23000,156480,2709 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1926,2784,-97.560036,35.487135
23021,156484,2731 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1924,3494,-97.560856,35.487228
23039,156488,2747 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1937,3712,-97.561648,35.487126
23054,156491,2763 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1930,2649,-97.562349,35.487118
23243,151195,517 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1928,2662,-97.521915,35.492486
23268,151199,630 NW 23RD ST,UNIVERSITY ADDITION,Duplex Two Story,1940,1115,-97.523944,35.492979
23300,156542,2768 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1925,2322,-97.562483,35.486679
23304,156543,2764 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1929,2326,-97.562373,35.486682
23316,156545,2758 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1930,2328,-97.562044,35.486618
23320,156546,2752 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1929,2028,-97.561841,35.486673
23324,156547,2748 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1929,3265,-97.56168,35.486644
23329,156548,2744 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1925,2907,-97.561544,35.486702
23334,156549,2742 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1929,2652,-97.561399,35.486709
23335,151214,705 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1909,2616,-97.524477,35.492529
23341,156550,2734 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1932,3492,-97.561107,35.486686
23377,156557,2700 NW 17TH ST,CRESTWOOD ADDITION,Duplex Two Story,1930,2436,-97.559708,35.486719
23406,151230,809 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1940,1482,-97.526335,35.492489
23406,151230,809 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1940,1482,-97.526335,35.492489
23414,151231,2310 N FRANCIS,UNIVERSITY ADDITION,Duplex Two Story,1940,1952,-97.526942,35.492723
23478,156577,1712 N LINN AVE,CRESTWOOD ADDITION,Duplex Two Story,1930,1904,-97.559259,35.486511
23493,153926,1845 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1928,2184,-97.540297,35.488433
23497,153927,1841 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1927,2402,-97.540263,35.488305
23499,153928,1835 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1927,2324,-97.540193,35.488117
23504,153929,1833 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1928,2142,-97.540164,35.488045
23514,153930,1829 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1928,2276,-97.540116,35.487911
23515,153931,1825 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1927,2154,-97.540054,35.487765
23519,151255,1000 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1935,1026,-97.528841,35.491933
23525,153933,1815 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1928,2208,-97.539943,35.487511
23530,153934,1809 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1927,2192,-97.539896,35.487339
23538,153935,1805 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1927,2176,-97.539829,35.487205
23552,153938,1728 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1928,2414,-97.53976,35.486811
23553,153939,1724 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1930,2690,-97.539637,35.486753
23558,153940,1715 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1932,2520,-97.539742,35.48651
23584,152969,1829 NW 13TH ST,COLLEGE ADDITION,Duplex Two Story,1938,1700,-97.542414,35.483197
23587,153945,1700 NW 18TH ST,GATEWOOD ADDITION,Duplex Two Story,1926,2192,-97.538576,35.487837
23587,153945,1700 NW 18TH ST,GATEWOOD ADDITION,Duplex Two Story,1926,1244,-97.538576,35.487837
23588,151270,905 NW 21ST ST,UNIVERSITY ADDITION,Duplex Two Story,1922,2312,-97.527447,35.491342
23591,153946,1704 NW 18TH ST,GATEWOOD ADDITION,Duplex Two Story,1927,2128,-97.538695,35.487804
23593,151271,911 NW 21ST ST,UNIVERSITY ADDITION,Duplex Two Story,1922,2292,-97.527623,35.491497
23603,156603,1704 N LINN AVE,CRESTWOOD ADDITION,Duplex Two Story,1929,1904,-97.559252,35.48631
23608,156604,2561 NW 16TH ST,CRESTWOOD ADDITION,Duplex Two Story,1929,1904,-97.559231,35.486117
23614,153951,1808 N Gatewood Ave,GATEWOOD ADDITION,Duplex Two Story,1926,2207,-97.539505,35.48749
23615,156605,2500 NW 20TH ST,JONES PARK ADDITION,Duplex Two Story,1952,1752,-97.556766,35.489932
23621,153952,1721 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1926,2207,-97.539379,35.487188
23624,153953,1717 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1925,2225,-97.5392,35.487193
23629,153954,1715 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1927,2225,-97.539088,35.48724
23634,153955,1711 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1925,2225,-97.538935,35.487237
23643,153957,1807 N BLACKWELDER AVE,GATEWOOD ADDITION,Duplex Two Story,1927,1443,-97.538522,35.487458
23645,151281,812 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1920,1808,-97.526552,35.492073
23649,153958,1805 N BLACKWELDER AVE,GATEWOOD ADDITION,Duplex Two Story,1926,1259,-97.538531,35.487356
23657,153959,1701 NW 17TH ST,GATEWOOD ADDITION,Duplex Two Story,1926,1245,-97.538485,35.487243
23667,151285,2201 N SHARTEL AVE,UNIVERSITY ADDITION,Duplex Two Story,1931,1876,-97.526003,35.491411
23671,151286,2209 N SHARTEL AVE,UNIVERSITY ADDITION,Duplex Two Story,1931,1900,-97.525992,35.491621
23703,159130,815 N KENTUCKY AVE,BELL VERN ADDITION,Duplex Two Story,1935,1536,-97.543496,35.476385
23748,153977,1837 NW 16TH ST,GATEWOOD ADDITION,Duplex Two Story,1927,2564,-97.542827,35.486273
23755,153003,1742 NW 13TH ST,COLLEGE ADDITION,Duplex Two Story,1914,2602,-97.540862,35.4828
23756,153978,1835 NW 16TH ST,GATEWOOD ADDITION,Duplex Two Story,1923,2538,-97.542767,35.486207
23797,151313,630 NW 22ND ST,UNIVERSITY ADDITION,Duplex Two Story,1930,1782,-97.523983,35.492006
23837,151322,605 NW 21ST ST,UNIVERSITY ADDITION,Duplex Two Story,1921,1916,-97.522977,35.491456
23850,159159,1952 NW 9TH ST,BELL VERN ADDITION,Duplex Two Story,1949,1248,-97.54557,35.477597
23872,159164,1937 NW 8TH ST,BELL VERN ADDITION,Duplex Two Story,1925,1725,-97.545067,35.477021
23923,153037,1312 N INDIANA AVE,CLASSENS CREAM RIDGE,Duplex Two Story,1930,2624,-97.540972,35.482215
23923,153037,1312 N INDIANA AVE,CLASSENS CREAM RIDGE,Duplex Two Story,1930,960,-97.540972,35.482215
23977,154024,1819 NW 22ND ST,GATEWOOD ADDITION,Duplex Two Story,1949,1824,-97.540957,35.492475
23983,154025,1813 NW 22ND ST,GATEWOOD ADDITION,Duplex Two Story,1948,1880,-97.540711,35.492446
23988,154026,1809 NW 22ND ST,GATEWOOD ADDITION,Duplex Two Story,1948,1900,-97.540504,35.492422
23994,153050,1301 N LOUISE,CLASSENS CREAM RIDGE,Duplex Two Story,1938,1536,-97.542424,35.48199
23994,153050,1301 N LOUISE,CLASSENS CREAM RIDGE,Duplex Two Story,1938,1588,-97.542424,35.48199
24000,154028,1803 NW 22ND ST,GATEWOOD ADDITION,Duplex Two Story,1929,3552,-97.540189,35.492442
24002,154029,2327 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1950,1928,-97.542925,35.492984
24008,154030,2321 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1948,1808,-97.542624,35.492877
24013,154031,2317 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1947,1900,-97.542565,35.492744
24021,154032,2313 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1949,1632,-97.542514,35.492621
24027,154034,2305 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1947,1900,-97.542409,35.492344
24034,154035,2301 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1947,1900,-97.542372,35.492226
24036,154036,2233 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1940,2102,-97.542342,35.492147
24041,154037,2229 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1946,2816,-97.542277,35.491943
24051,154039,2221 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex Two Story,1947,1900,-97.542166,35.491639
24054,151363,703 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1921,2392,-97.524362,35.49036
24056,151364,705 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1920,2795,-97.524525,35.49047
24103,151373,820 NW 21ST ST,UNIVERSITY ADDITION,Duplex Two Story,1915,2650,-97.526717,35.490742
24134,151379,2103 N SHARTEL AVE,UNIVERSITY ADDITION,Duplex Two Story,1936,1710,-97.526004,35.490373
24174,154063,1832 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1936,1976,-97.540799,35.488264
24175,151388,916 NW 21ST ST,UNIVERSITY ADDITION,Duplex Two Story,1917,2457,-97.527974,35.49098
24177,154064,1824 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1936,2048,-97.540697,35.488012
24182,154065,1816 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1936,2048,-97.540614,35.487761
24190,154066,1808 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1937,2280,-97.540511,35.487533
24194,154067,1800 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1931,3316,-97.540441,35.487364
24196,154068,1803 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1936,2048,-97.540647,35.487252
24206,154070,1817 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1933,1841,-97.540869,35.48778
24212,154071,1823 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1933,1729,-97.540948,35.487963
24217,154072,1831 CAREY PL,CAREY PLACE ADDITION,Duplex Two Story,1932,2048,-97.54101,35.488128
24225,159241,1624 NW 4TH ST,BELL VERN SECOND ADD,Duplex Two Story,1952,860,-97.54236,35.471557
24242,153099,1716 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex Two Story,1935,1082,-97.539829,35.481481
24276,153106,1140 N INDIANA AVE,CLASSENS CREAM RIDGE,Duplex Two Story,1916,1320,-97.540864,35.480284
24288,151410,1011 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1917,2672,-97.52927,35.49042
24372,151426,927 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1908,2827,-97.528294,35.489374
24385,153130,1810 NW 11TH ST,CLASSENS CREAM RIDGE,Duplex Two Story,1929,2229,-97.541622,35.480321
24385,153130,1810 NW 11TH ST,CLASSENS CREAM RIDGE,Duplex Two Story,1929,1128,-97.541622,35.480321
24398,154108,1804 NW 21ST ST,UNPLTD PT SEC 29 12N 3W,Duplex Two Story,1928,3010,-97.540298,35.490928
24399,151431,810 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1913,3841,-97.526428,35.489939
24427,154114,2113 N FLORIDA AVE,UNPLTD PT SEC 29 12N 3W,Duplex Two Story,1928,1450,-97.540219,35.490673
24547,151459,2016 N LEE AVE,UNIVERSITY ADDITION,Duplex Two Story,1918,2558,-97.524042,35.489817
24553,341517,622 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1920,2464,-97.523699,35.489918
24591,151468,609 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1926,2854,-97.523166,35.48942
24596,151469,613 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1926,3430,-97.52333,35.489443
24606,151471,621 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1926,2608,-97.523614,35.489353
24611,151472,623 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1926,2608,-97.523683,35.489399
24613,151473,625 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1915,3259,-97.523807,35.489422
24621,151474,631 NW 19TH ST,UNIVERSITY ADDITION,Duplex Two Story,1918,1440,-97.524029,35.48943
24648,153180,1112 N INDIANA AVE,CLASSENS CREAM RIDGE,Duplex Two Story,1937,1904,-97.540915,35.479322
24648,153180,1112 N INDIANA AVE,CLASSENS CREAM RIDGE,Duplex Two Story,1925,1904,-97.540915,35.479322
24655,151481,506 NW 20TH ST,UNIVERSITY ADDITION,Duplex Two Story,1951,2418,-97.521411,35.489879
24748,151500,509 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1910,2964,-97.52161,35.488371
24756,151501,513 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1920,2752,-97.521747,35.488296
24763,151503,523 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1912,2868,-97.522086,35.488362
24833,157606,1022 N ELLISON AVE,BRAUERS HEIGHTS ADD,Duplex Two Story,1922,1488,-97.532892,35.478187
24843,157608,1209 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex Two Story,1930,1764,-97.532533,35.477952
24964,153243,1946 NW 15TH ST,BAUMANS ADDITION,Duplex Two Story,1921,680,-97.545401,35.484427
25048,151560,901 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1910,2090,-97.527309,35.488386
25048,151560,901 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1910,1658,-97.527309,35.488386
25076,157655,1308 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex Two Story,1920,2514,-97.533596,35.477546
25089,157657,1316 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex Two Story,1919,2350,-97.533955,35.477568
25094,157658,1320 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex Two Story,1920,2250,-97.534076,35.477512
25101,157660,1328 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex Two Story,1925,2385,-97.534269,35.477546
25119,151574,1025 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1914,3644,-97.529743,35.488416
25195,151589,924 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1950,2400,-97.528341,35.487638
25250,157691,1528 NW 10TH ST,NEAS ADDITION,Duplex Two Story,1930,1586,-97.536989,35.478496
25274,151604,808 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1940,3196,-97.526426,35.487618
25312,151613,825 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1915,2268,-97.526754,35.487279
25313,151614,732 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1915,1430,-97.525679,35.487792
25416,157726,1628 NW 9TH ST,NEAS ADDITION,Duplex Two Story,1910,1980,-97.538538,35.477527
25433,151637,605 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1917,2956,-97.522957,35.487227
25483,151647,516 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1925,2560,-97.521935,35.487813
25490,151648,512 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1927,2836,-97.521768,35.487774
25505,151651,508 NW 18TH ST,UNIVERSITY ADDITION,Duplex Two Story,1927,2688,-97.521612,35.487794
25647,151679,630 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1925,4390,-97.52396,35.486802
25652,151680,622 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1927,4570,-97.523645,35.486759
25686,157781,1421 NW 7TH ST,NEAS ADDITION,Duplex Two Story,1938,1408,-97.535267,35.476048
25696,160289,613 NW 6TH ST,EDWARDS ADDITION,Duplex Two Story,1915,2956,-97.523495,35.474474
25774,151705,731 NW 16TH ST,UNIVERSITY ADDITION,Duplex Two Story,1910,1862,-97.525293,35.486271
25824,153419,2001 W PARK PL,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1921,2042,-97.54611,35.479966
25824,153419,2001 W PARK PL,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1921,1408,-97.54611,35.479966
25883,153433,2000 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex Two Story,1935,1426,-97.546099,35.481528
25889,151728,904 NW 17TH ST,UNIVERSITY ADDITION,Duplex Two Story,1906,3532,-97.527439,35.486753
26237,153519,1319 N GATEWOOD AVE,UNPLTD PT SEC 29 12N 3W,Duplex Two Story,1940,3288,-97.540068,35.482487
26284,160486,1008 N FRANCIS,NORTHWEST TO OKLA CY,Duplex Two Story,2016,2299,-97.52704,35.477829
26396,336068,809 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,2015,1955,-97.526206,35.476578
26399,160548,811 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,2015,1955,-97.526254,35.476582
26401,329450,813 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,2014,1976,-97.526396,35.476621
26402,160549,815 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,2014,1935,-97.526431,35.476528
26467,160582,912 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,1906,2123,-97.527941,35.476129
26471,160584,904 NW 8TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,1907,2498,-97.527573,35.476125
26531,160633,812 NW 7TH ST,NORTHWEST TO OKLA CY,Duplex Two Story,1915,2320,-97.526259,35.475113
10501,150653,1212 N WALKER AVE,VENDOME SUB MCCLURES,High-Rise Apartments,1957,27514,-97.520896,35.480554
10709,150676,1311 N HUDSON AVE,VENDOME SUB MCCLURES,High-Rise Apartments,1928,46538,-97.519312,35.481665
11275,159432,333 NW 5TH ST,OKLA CITY ORIGINAL,High-Rise Apartments,1967,347168,-97.518923,35.473358
19071,151890,2200 N CLASSEN BLVD,UNIVERSITY ADDITION,High-Rise Apartments,1966,123480,-97.530813,35.491883
491,133764,4501 N PENNSYLVANIA AVE,ROBERTS PENWOOD,Multiple - Residential,1966,107848,-97.548356,35.51789
551,133771,2100 NW 47TH ST,QUEENS HIGHWAY ADD,Multiple - Residential,1964,57672,-97.547895,35.518898
1148,132791,1830 NW 39TH ST,PUTNAM HEIGHTS ADD,Multiple - Residential,1986,16329,-97.543451,35.510926
1446,134301,4201 N YOUNGS BLVD,PUTNAM HEIGHTS 2ND,Multiple - Residential,1973,68226,-97.552465,35.514031
1476,134304,2242 NW 42ND ST,PUTNAM HEIGHTS 2ND,Multiple - Residential,1966,6584,-97.551851,35.514287
1476,134304,2242 NW 42ND ST,PUTNAM HEIGHTS 2ND,Multiple - Residential,1966,6334,-97.551851,35.514287
