id,propertyid,location,subdivision,bldg_description,year_built,sq_ft,lon,lat
1772,130299,4500 N HARVEY PKWY,EDGEMERE TERRACE,Apartment <= 3 Stories,1951,3165,-97.51858,35.516303
1800,130302,4520 N HARVEY PKWY A-D,EDGEMERE TERRACE,Apartment <= 3 Stories,1952,3168,-97.518724,35.516877
1807,130303,4600 N HARVEY PKWY,EDGEMERE TERRACE,Apartment <= 3 Stories,1975,3638,-97.518771,35.517074
2075,132887,1625 NW 39TH ST,PUTNAM HEIGHTS ADD,Apartment <= 3 Stories,1929,2496,-97.53976,35.511618
3200,133522,1925 NW 42ND ST,WILEMAN 10TH,Apartment <= 3 Stories,1966,4165,-97.544897,35.514711
4500,133139,3816 N PENNSYLVANIA AVE,CLASSEN PUTNAM HGTS,Apartment <= 3 Stories,1970,4056,-97.547352,35.509447
6186,137860,1231 NW 30TH ST,MILITARY PARK ADD,Apartment <= 3 Stories,1925,4028,-97.533504,35.500702
6304,137872,1209 NW 30TH ST,MILITARY PARK ADD,Apartment <= 3 Stories,1920,3960,-97.532612,35.500737
6319,139799,133 NW 30TH ST,EDGEMERE PARK ADD,Apartment <= 3 Stories,1940,4738,-97.515354,35.500811
6330,139800,129 NW 30TH ST,EDGEMERE PARK ADD,Apartment <= 3 Stories,1940,5120,-97.515191,35.500811
6671,137918,1201 NW 31ST ST,MILITARY PARK ADD,Apartment <= 3 Stories,1931,3124,-97.532327,35.501985
7029,139870,127 NW 31ST ST,EDGEMERE PARK ADD,Apartment <= 3 Stories,1920,4318,-97.515113,35.501704
7119,139879,3316 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1935,3702,-97.515155,35.503137
7133,139880,3320 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1935,5226,-97.515127,35.50328
7141,139881,3400 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1935,6880,-97.515109,35.503417
7157,139882,3404 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,6880,-97.5151,35.503577
7161,139883,3408 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,5460,-97.515104,35.503728
7174,139884,3412 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,5382,-97.515083,35.503874
7182,139885,3416 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,5440,-97.515065,35.504
7188,139886,3420 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1928,5440,-97.515027,35.504163
7196,139887,3500 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,5452,-97.514991,35.5043
7205,139888,3504 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,5070,-97.51495,35.504445
7216,139889,3508 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,3368,-97.514934,35.504591
7231,139890,3512 N ROBINSON AVE,EDGEMERE PARK ADD,Apartment <= 3 Stories,1930,2826,-97.514898,35.504711
7279,176822,4312 N PORTLAND AVE,SPORTSMANS HEIGHTS,Apartment <= 3 Stories,1964,3736,-97.583067,35.514866
7412,176836,4304 NW 42ND TER,SPORTSMANS HEIGHTS,Apartment <= 3 Stories,1975,11028,-97.58137,35.514197
7515,138994,2024 NW 26TH ST,WEST LAWN PARK,Apartment <= 3 Stories,1959,3618,-97.546811,35.4961
7530,138004,1441 NW 32ND ST,MILITARY PARK ADD,Apartment <= 3 Stories,1917,2572,-97.536343,35.503183
7899,138423,1426 NW 25TH ST,EPWORTH VIEW ADD,Apartment <= 3 Stories,1975,4496,-97.535748,35.494998
7907,138424,1420 NW 25TH ST,EPWORTH VIEW ADD,Apartment <= 3 Stories,1926,3804,-97.535555,35.495089
7912,138425,1416 NW 25TH ST,EPWORTH VIEW ADD,Apartment <= 3 Stories,1917,3804,-97.535361,35.494872
8129,138068,1140 NW 34TH ST,MILITARY PARK ADD,Apartment <= 3 Stories,1920,3978,-97.531915,35.505013
8506,140145,200 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,4032,-97.516169,35.494113
8520,140146,2417 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,3518,-97.516166,35.493994
8541,140148,2409 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1918,2898,-97.516167,35.493707
8545,140149,201 NW 23RD ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,4672,-97.516087,35.493496
8562,140150,207 NW 23RD ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1925,3682,-97.516332,35.493463
8632,140160,308 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1929,4524,-97.517743,35.494043
8669,140164,324 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1925,4000,-97.518436,35.494051
8846,140183,428 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,4112,-97.520273,35.493951
8855,140184,424 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1923,4112,-97.520114,35.494077
8863,140696,508 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1930,5460,-97.521472,35.49723
8871,140697,512 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1930,5278,-97.521655,35.49723
8878,140186,418 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,4838,-97.519841,35.494102
8886,140187,414 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,5920,-97.519636,35.49402
8888,140698,514 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1930,2856,-97.521825,35.497268
9014,140201,428 NW 25TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1929,3048,-97.520311,35.495049
9029,140202,426 NW 25TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5134,-97.520165,35.495114
9057,140205,412 NW 25TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1922,5494,-97.519386,35.495174
9087,140719,515 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,2848,-97.521732,35.497664
9096,140720,511 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1925,2856,-97.521544,35.497659
9099,140209,314 NW 25TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1927,5913,-97.51809,35.495075
9111,140721,505 NW 27TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,5520,-97.521376,35.497635
9122,140722,2801 N WALKER AVE,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,5712,-97.521239,35.497861
9122,140722,2801 N WALKER AVE,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,1196,-97.521239,35.497861
9131,140213,325 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5168,-97.518568,35.494464
9180,139164,2023 NW 25TH ST,WEST LAWN PARK,Apartment <= 3 Stories,1958,4392,-97.546803,35.49547
9199,140221,2505 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,4960,-97.516108,35.494613
9209,140222,2501 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,6400,-97.516052,35.494517
9250,140226,225 NW 24TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,5712,-97.517127,35.494574
9269,138596,1201 NW 26TH ST,LAWNDALE ADDITION,Apartment <= 3 Stories,1920,4144,-97.532293,35.496638
9283,138597,1207 NW 26TH ST,LAWNDALE ADDITION,Apartment <= 3 Stories,1920,3472,-97.532556,35.496624
9322,138601,1223 NW 26TH ST,LAWNDALE ADDITION,Apartment <= 3 Stories,1964,5762,-97.533248,35.496751
9500,138209,1232 NW 36TH ST 1,CONTINENTAL PLACE,Apartment <= 3 Stories,1930,3784,-97.533823,35.507508
9578,140256,2600 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1920,2883,-97.515463,35.495527
9585,140768,617 NW 28TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,2876,-97.523372,35.498649
9594,140769,613 NW 28TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,2876,-97.523189,35.498643
9605,140770,609 NW 28TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,2876,-97.523055,35.498643
9669,138651,1131 NW 24TH ST,S J YOUNGS SUB ADD,Apartment <= 3 Stories,1920,2452,-97.531445,35.494745
9759,140784,521 NW 29TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1925,3290,-97.522149,35.499729
9771,140785,517 NW 29TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1925,3290,-97.52198,35.499726
9807,191093,3016 NW 30TH ST,INGLESIDE TO OKLA CITY,Apartment <= 3 Stories,1965,2640,-97.568703,35.500238
9835,140793,708 NW 30TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,5120,-97.524515,35.500292
9844,140794,714 NW 30TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,5120,-97.52472,35.500293
9853,140795,718 NW 30TH ST,GUERNSEY PARK PLACE,Apartment <= 3 Stories,1927,5120,-97.524917,35.500291
9890,140287,2617 N HUDSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,6800,-97.519193,35.496064
9890,140287,2617 N HUDSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,6800,-97.519193,35.496064
9956,140294,425 NW 25TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,4680,-97.520136,35.495595
10056,140303,420 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1929,4960,-97.519951,35.496126
10069,140304,416 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,2752,-97.519774,35.49615
10177,140315,421 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,2772,-97.519928,35.496578
10186,140316,425 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,4995,-97.52013,35.496662
10196,140317,429 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,2620,-97.520247,35.496573
10204,140318,433 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,2620,-97.52047,35.496604
10214,140319,437 NW 26TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5040,-97.520636,35.496644
10226,140320,2700 N WALKER AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1924,5600,-97.520817,35.496657
10252,140323,436 NW 27TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5520,-97.520633,35.497157
10652,140363,2813 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1988,2651,-97.51596,35.49803
11024,140402,440 NW 28TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1925,2206,-97.52082,35.498203
11138,150755,108 NW 15TH ST,FAYS ADDITION,Apartment <= 3 Stories,1920,4172,-97.51446,35.484528
11145,140418,421 NW 28TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5840,-97.519934,35.498737
11173,140421,433 NW 28TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,5840,-97.520463,35.498734
11196,140423,441 NW 28TH ST,JEFFERSON PARK ADD,Apartment <= 3 Stories,1927,4960,-97.5208,35.498717
11395,151044,915 NW 13TH ST,KINGS ADDITION,Apartment <= 3 Stories,1907,2046,-97.527947,35.482648
11472,140457,3019 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1926,4104,-97.516068,35.500282
11486,140459,3011 N ROBINSON AVE,JEFFERSON PARK ADD,Apartment <= 3 Stories,1928,1680,-97.516058,35.499949
11594,151081,909 NW 12TH ST,CLASSENS MARQUETTE,Apartment <= 3 Stories,1920,7740,-97.527691,35.481623
11717,151100,1026 NW 12TH ST,CLASSENS MARQUETTE,Apartment <= 3 Stories,1910,2260,-97.529496,35.481047
11807,140501,3020 N ROBINSON AVE,JEFFERSON PARK 2ND,Apartment <= 3 Stories,1928,5120,-97.515335,35.500374
11814,140502,3016 N ROBINSON AVE,JEFFERSON PARK 2ND,Apartment <= 3 Stories,1928,5120,-97.515337,35.500235
12064,140533,2804 N ROBINSON AVE,JEFFERSON PARK 2ND,Apartment <= 3 Stories,1920,5120,-97.515349,35.497747
12069,140534,2800 N ROBINSON AVE,JEFFERSON PARK 2ND,Apartment <= 3 Stories,1920,4068,-97.515367,35.49761
12709,159682,407 NW 9TH ST,EDWARDS BLVD ADD,Apartment <= 3 Stories,1950,4224,-97.519627,35.477493
12917,160053,617 W CALIFORNIA AVE,MAIN STREET ADDITION,Apartment <= 3 Stories,1980,2994,-97.523453,35.465611
13412,139538,1800 NW 32ND ST,MILITARY PARK ADD,Apartment <= 3 Stories,1930,5454,-97.542256,35.502502
13488,190825,2934 NW 32ND ST,RAVENSWOOD ADDITION,Apartment <= 3 Stories,1955,5716,-97.5672,35.502842
14418,150107,135 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1922,3524,-97.515458,35.487362
14456,150111,117 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1925,3322,-97.514758,35.487234
14528,150120,120 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1968,4800,-97.514776,35.486687
14547,150122,126 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1924,2944,-97.515094,35.486806
14621,150131,200 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1922,4100,-97.516132,35.486801
15661,150266,425 NW 22ND ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1920,3536,-97.520133,35.492518
15667,150267,417 NW 22ND ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1920,4696,-97.519892,35.492645
15691,150271,401 NW 22ND ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1920,3593,-97.519131,35.492493
15947,150321,125 NW 20TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1915,3648,-97.515286,35.490444
15951,150322,121 NW 20TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1915,3744,-97.515121,35.490452
15994,154217,2312 NW 21ST ST,AURORA ADDITION,Apartment <= 3 Stories,1929,1600,-97.552905,35.490758
15998,154219,2328 NW 21ST ST,AURORA ADDITION,Apartment <= 3 Stories,1930,3526,-97.553627,35.49078
16188,150380,219 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1922,4744,-97.516939,35.487312
16204,150384,201 NW 17TH ST,WINANS HIGHLAND TERR,Apartment <= 3 Stories,1920,4182,-97.51613,35.487315
16301,150410,327 NW 22ND ST,WINANS SECOND ADD,Apartment <= 3 Stories,1920,5360,-97.518635,35.492547
16466,154339,2401 NW 18TH ST,AURORA ADDITION,Apartment <= 3 Stories,1932,1613,-97.555068,35.488167
16508,150460,308 NW 21ST ST,WINANS SECOND ADD,Apartment <= 3 Stories,1924,4484,-97.517765,35.49094
16552,158914,1741 NW 9TH ST,BELL VERN ADDITION,Apartment <= 3 Stories,1930,5490,-97.540873,35.477996
16716,154402,2305 NW 16TH ST,AURORA ADDITION,Apartment <= 3 Stories,1927,5516,-97.55266,35.486222
17043,159034,1833 NW 7TH ST,BELL VERN ADDITION,Apartment <= 3 Stories,1944,2816,-97.542676,35.476043
17103,154502,2200 NW 22ND ST,LAS VEGAS ADDITION,Apartment <= 3 Stories,1972,3148,-97.549655,35.491658
17566,191255,2912 NW 28TH ST,INGLESIDE TO OKLA CITY,Apartment <= 3 Stories,1941,4425,-97.566669,35.498253
18308,191405,3013 NW 27TH ST,INGLESIDE TO OKLA CITY,Apartment <= 3 Stories,1973,4586,-97.568597,35.497092
18647,151806,1629 NW 22ND ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1926,3406,-97.538171,35.492471
19022,151880,1204 NW 22ND ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1933,3952,-97.531714,35.491997
19028,151881,1200 NW 22ND ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,4560,-97.531541,35.491989
19130,141250,709 NW 30TH ST,CENTRAL PARK ADDITION,Apartment <= 3 Stories,1929,3290,-97.524641,35.500756
19136,141251,705 NW 30TH ST,CENTRAL PARK ADDITION,Apartment <= 3 Stories,1929,3290,-97.524477,35.500749
19140,141252,701 NW 30TH ST,CENTRAL PARK ADDITION,Apartment <= 3 Stories,1929,3290,-97.524305,35.50075
19151,141254,613 NW 30TH ST,CENTRAL PARK ADDITION,Apartment <= 3 Stories,1929,5088,-97.523931,35.50082
19503,152269,1304 NW 16TH ST,SUMMERS PLACE ADD,Apartment <= 3 Stories,1915,2537,-97.53358,35.485833
19509,152270,1308 NW 16TH ST,SUMMERS PLACE ADD,Apartment <= 3 Stories,1934,3198,-97.533748,35.485801
19517,152272,1316 NW 16TH ST,SUMMERS PLACE ADD,Apartment <= 3 Stories,1915,2241,-97.534122,35.485802
19529,152274,1615 N ELLISON AVE,SUMMERS PLACE ADD,Apartment <= 3 Stories,1935,3416,-97.534267,35.485319
19529,152274,1615 N ELLISON AVE,SUMMERS PLACE ADD,Apartment <= 3 Stories,1935,2520,-97.534267,35.485319
19617,151999,1304 NW 17TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1950,2726,-97.532756,35.486782
19630,152295,1309 NW 14TH ST,SUMMERS PLACE ADD,Apartment <= 3 Stories,1940,7395,-97.533784,35.483992
19834,193066,3114 NW 12TH ST,SHARTEL BOULEVARD,Apartment <= 3 Stories,1947,2682,-97.570327,35.482061
19914,193146,2936 NW 12TH ST,SHARTEL BOULEVARD,Apartment <= 3 Stories,1938,3208,-97.567207,35.48142
19915,193147,2948 NW 12TH ST,SHARTEL BOULEVARD,Apartment <= 3 Stories,1947,3088,-97.567723,35.481332
20255,141400,3510 N FRANCIS,ROSS MANN ADDITION,Apartment <= 3 Stories,1920,3196,-97.527414,35.505773
20328,152058,1401 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1935,5676,-97.534498,35.487297
20336,152059,1405 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1928,4550,-97.534671,35.487216
20339,152060,1409 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1928,4550,-97.534871,35.487209
20346,152061,1413 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1928,4550,-97.535073,35.487217
20348,152062,1419 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1928,4550,-97.535366,35.487323
20412,152076,1509 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1927,3738,-97.536003,35.487277
20420,152077,1507 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1927,3738,-97.535905,35.487327
20425,152078,1503 NW 17TH ST,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1927,3738,-97.535736,35.487323
20516,152098,1912 N BRAUER AVE,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1929,4326,-97.535326,35.488585
20520,152099,1908 N BRAUER AVE,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1929,4080,-97.535324,35.488431
20529,152100,1909 N DOUGLAS BLVD,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1929,5616,-97.534624,35.488433
20533,152101,1915 N DOUGLAS BLVD,NICHOLS UNIV PLACE,Apartment <= 3 Stories,1929,4960,-97.534623,35.488581
20990,154887,2126 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1970,3228,-97.549054,35.481501
21048,152207,1223 NW 18TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1920,5406,-97.532504,35.488267
21053,152208,1219 NW 18TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1920,4844,-97.532263,35.488268
21061,152209,1215 NW 18TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1920,4844,-97.53206,35.488268
21103,152220,1227 NW 17TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1922,3692,-97.532598,35.487244
21107,152221,1221 NW 17TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1922,3692,-97.53236,35.48729
21109,152222,1217 NW 17TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1922,4742,-97.532168,35.487317
21122,152224,1209 NW 17TH ST,UNIVERSITY PLACE ADD,Apartment <= 3 Stories,1920,4742,-97.531801,35.487244
21192,155529,2501 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1928,3420,-97.55682,35.481988
21202,155530,1213 N VILLA AVE,MILLERS BOULEVARD,Apartment <= 3 Stories,1940,2496,-97.556918,35.481263
21207,155531,1213 N VILLA AVE,MILLERS BOULEVARD,Apartment <= 3 Stories,1940,2088,-97.556918,35.481263
21212,155532,2504 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1926,2808,-97.556998,35.481479
21235,155537,2524 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1926,2856,-97.557846,35.481455
21240,155538,2528 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1926,3626,-97.558049,35.481487
21247,154938,2350 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1940,3416,-97.554526,35.481495
21342,154957,2436 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1926,3308,-97.556446,35.481512
21397,155569,2600 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1925,3019,-97.559075,35.481506
21519,154994,2321 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1932,3496,-97.553291,35.48201
21521,154995,2325 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1932,3496,-97.553463,35.482063
21594,155013,2201 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1938,3236,-97.550114,35.482026
21611,155619,2609 NW 12TH ST,MILLERS BOULEVARD,Apartment <= 3 Stories,1926,3444,-97.559429,35.482014
21621,155020,2229 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1930,3932,-97.551301,35.482038
21702,152446,1101 W PARK PL,SHIELDS HEIGHTS SUB,Apartment <= 3 Stories,1980,3480,-97.530309,35.48004
21715,152448,1100 W PARK PL,SHIELDS HEIGHTS SUB,Apartment <= 3 Stories,1920,3764,-97.530192,35.479549
21770,155056,2115 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Apartment <= 3 Stories,1937,5258,-97.548564,35.48212
22454,152628,1412 NW 11TH ST,DITTMER HEIGHTS ADD,Apartment <= 3 Stories,1929,2460,-97.53503,35.480826
22902,152723,1609 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Apartment <= 3 Stories,1920,2252,-97.53719,35.482967
23056,152756,1630 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Apartment <= 3 Stories,1930,2826,-97.538185,35.482595
23194,152783,1216 N BLACKWELDER AVE,G & WEESNER SUB B11-13 DIT HT,Apartment <= 3 Stories,1930,5170,-97.538713,35.481475
23278,152907,1509 N BLACKWELDER AVE,COLLEGE ADDITION,Apartment <= 3 Stories,1936,3816,-97.539118,35.484466
23310,152807,1642 NW 11TH ST,WEST VIEW HEIGHTS,Apartment <= 3 Stories,1916,2160,-97.538561,35.48082
23376,151224,812 NW 23RD ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3720,-97.526553,35.493106
23391,151227,800 NW 23RD ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,5304,-97.525991,35.493062
23406,151230,809 NW 22ND ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1940,2808,-97.526335,35.492489
23450,151239,901 NW 22ND ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3720,-97.527303,35.492565
23673,153963,1716 NW 17TH ST,GATEWOOD ADDITION,Apartment <= 3 Stories,1930,3182,-97.539261,35.486763
23695,151291,819 NW 21ST ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3034,-97.526766,35.49143
23905,151336,2101 N WALKER AVE,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,6200,-97.521251,35.490398
23911,151337,505 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,5148,-97.521436,35.490446
23916,151338,509 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,6400,-97.521584,35.49046
23921,151339,515 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,6400,-97.521802,35.490453
23931,154014,1824 NW 23RD ST,GATEWOOD ADDITION,Apartment <= 3 Stories,1948,1900,-97.541268,35.493024
23936,154015,1828 NW 23RD ST,GATEWOOD ADDITION,Apartment <= 3 Stories,1948,1900,-97.541414,35.492798
23993,154027,1805 NW 22ND ST,GATEWOOD ADDITION,Apartment <= 3 Stories,1960,3292,-97.540345,35.492503
24086,153069,1845 NW 11TH ST,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1925,3246,-97.54315,35.480926
24116,151376,804 NW 21ST ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3920,-97.526322,35.490934
24121,151377,2117 N SHARTEL AVE,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,6746,-97.526018,35.490752
24141,151381,809 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3180,-97.526345,35.490396
24199,151392,900 NW 21ST ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,3800,-97.527299,35.490958
24229,153097,1712 NW 12TH ST 3,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1935,2812,-97.53957,35.481463
24268,153105,1740 NW 11TH ST,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1916,3007,-97.540863,35.480494
24270,151406,1000 NW 21ST ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1910,4020,-97.528871,35.490982
24300,151412,930 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1914,4808,-97.528449,35.489967
24384,151428,820 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,5018,-97.526905,35.489851
24401,153133,1820 NW 11TH ST,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1930,3182,-97.542158,35.4803
24428,153138,1838 NW 11TH ST,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1928,3550,-97.543025,35.480475
24481,153149,1815 W PARK PL,CLASSENS CREAM RIDGE,Apartment <= 3 Stories,1930,2032,-97.541828,35.479933
24549,151460,620 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1932,5640,-97.5236,35.489889
24644,151479,514 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4368,-97.521796,35.489991
24647,151480,508 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,5606,-97.521597,35.489925
24660,151482,500 NW 20TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,5120,-97.521259,35.489947
24661,151483,501 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1914,5054,-97.521261,35.489466
24667,151484,507 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4408,-97.521482,35.489442
24675,151485,513 NW 19TH ST,UNIVERSITY ADDITION,Apartment <= 3 Stories,1915,4408,-97.521698,35.489378
